Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))

Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
Position read error: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
▶ camera_gui.py started (pid=748)
⏹ camera_gui.py exited (rc=0)
▶ init_gui.py started (pid=3036)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ lib_gui.py started (pid=8492)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_devices_gui.py started (pid=5344)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_instruments_gui.py started (pid=400)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_registration_gui.py started (pid=5460)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_start_gui.py started (pid=15444)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_testing_gui.py started (pid=9424)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_command_gui.py started (pid=9712)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_configuration_gui.py started (pid=16196)
▶ mainframe_sensor_control_gui.py started (pid=10272)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_stage_control_gui.py started (pid=10676)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_tec_control_gui.py started (pid=6368)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_add_btn_gui.py started (pid=12600)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_area_scan_setting_gui.py started (pid=10960)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_connect_config_gui.py started (pid=3960)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_data_window_setting_gui.py started (pid=1920)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_fine_align_setting_gui.py started (pid=2676)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_laser_sweep_setting_gui.py started (pid=3648)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_limit_setting_gui.py started (pid=2736)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
⏹ init_gui.py exited (rc=0)
⏹ lib_gui.py exited (rc=0)
Welcome To Probe Stage
{'velocities': {'X': 2000.0, 'Y': 2000.0, 'Z': 2000.0, 'ROTATION_FIBER': 2000.0, 'ROTATION_CHIP': 2000.0}, 'accelerations': {'X': 100.0, 'Y': 100.0, 'Z': 100.0, 'ROTATION_FIBER': 100.0, 'ROTATION_CHIP': 100.0}, 'position_limits': {'X': (-100.0, 25000.0), 'Y': (-100.0, 25000.0), 'Z': (-100.0, 25000.0), 'ROTATION_FIBER': (-100.0, 25000.0), 'ROTATION_CHIP': (-100.0, 25000.0)}, 'position_tolerance': 1.0, 'status_poll_interval': 0.05, 'move_timeout': 30.0, 'driver_types': {'X': 'stage_control', 'Y': 'stage_control', 'Z': 'stage_control', 'ROTATION_FIBER': 'stage_control', 'ROTATION_CHIP': 'stage_control'}}
motors.stage_manager INFO     Shared memory initialized
motors.stage_manager INFO     Stage manager started
motors.stage_manager INFO     Position monitor started
motors.stage_manager INFO     Axis X initialized successfully
motors.stage_manager INFO     Axis Y initialized successfully
motors.stage_manager INFO     Axis Z initialized successfully
motors.stage_manager ERROR    Position monitor error: dictionary changed size during iteration
motors.stage_manager INFO     Axis ROTATION_CHIP initialized successfully
motors.stage_manager INFO     Axis ROTATION_FIBER initialized successfully
motors.stage_manager INFO     All axes initialized successfully
Locked
Unlocked
▶ camera_gui.py started (pid=16280)
⏹ camera_gui.py exited (rc=0)
▶ init_gui.py started (pid=4080)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ lib_gui.py started (pid=18284)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_devices_gui.py started (pid=4904)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_instruments_gui.py started (pid=19348)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_registration_gui.py started (pid=19308)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
⏹ init_gui.py exited (rc=0)
▶ main_start_gui.py started (pid=21764)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_testing_gui.py started (pid=17380)
⏹ lib_gui.py exited (rc=0)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_command_gui.py started (pid=17424)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_configuration_gui.py started (pid=11912)
▶ mainframe_sensor_control_gui.py started (pid=2924)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_stage_control_gui.py started (pid=23220)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ mainframe_tec_control_gui.py started (pid=17736)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_add_btn_gui.py started (pid=18468)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_area_scan_setting_gui.py started (pid=23148)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_connect_config_gui.py started (pid=23952)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_data_window_setting_gui.py started (pid=24424)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_fine_align_setting_gui.py started (pid=23604)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_laser_sweep_setting_gui.py started (pid=24752)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ sub_limit_setting_gui.py started (pid=25344)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ camera_gui.py started (pid=20440)
⏹ camera_gui.py exited (rc=0)
▶ init_gui.py started (pid=9468)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ lib_gui.py started (pid=30452)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_devices_gui.py started (pid=12992)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_instruments_gui.py started (pid=10728)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_registration_gui.py started (pid=30672)
C:\Users\347\Desktop\Probe_Stage\.venv\lib\site-packages\remi\__init__.py:34: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
▶ main_start_gui.py started (pid=30752)
